ISSUANCEDATE,BONDS,SERIES,ACTUALTERMTOMATURITY,ORIGINALTERMTOMATURITY,REDEMTIONDATE,COUPON,OFFEREDQUANTITY,PURCHASEDQUANTITY,ADDITIONALPURCHASED,AVERAGEPRICE,CUTOFFPRICE,TOTALFUNDING,DEMANDEDAMOUNT,COVERRATIO,GROSSAVGYIELD,GROSSCUTOFFYIELD
1/26/2021 12:00:00 AM,ממשלתית צמודה,1157023,8.3,10,31/05/2029,0.5,123.6,101.9,-21.7,112.06,112.06,114.14,101.9,0.8,-0.09,-0.09
1/26/2021 12:00:00 AM,ממשלתית צמודה,1169564,5.5,6,31/07/2026,0.1,165.2,164.3,-0.9,106.62,106.62,175.2,164.3,1,-0.11,-0.11
1/26/2021 12:00:00 AM,ממשלתית קצרה,1171388,0.8,1,30/11/2021,0,285.6,78.8,-206.8,99.99,99.99,78.74,78.8,0.3,0.01,0.01
1/25/2021 12:00:00 AM,ממשלתית,1160985,9.2,10,31/03/2030,1,450,450,0,102.41,102.38,460.85,2001,4.4,0.82,0.82
1/25/2021 12:00:00 AM,ממשלתית,1162668,4.3,5,30/04/2025,0.5,400,400,0,101.43,101.41,405.72,1631,4.1,0.25,0.25
1/25/2021 12:00:00 AM,ממשלתית,1167105,2.5,3,31/07/2023,0.15,400,400,0,100.18,100.16,400.72,1542,3.9,0.11,0.12
1/25/2021 12:00:00 AM,ממשלתית צמודה,1157023,8.3,10,31/05/2029,0.5,400,400,0,112.06,112.01,448.24,1275,3.2,-0.09,-0.09
1/25/2021 12:00:00 AM,ממשלתית צמודה,1169564,5.5,6,31/07/2026,0.1,500,500,0,106.62,106.57,533.1,1752,3.5,-0.11,-0.11
1/25/2021 12:00:00 AM,ממשלתית קצרה,1171388,0.8,1,30/11/2021,0,1000,1000,0,99.99,99.98,999.9,6616,6.6,0.01,0.02
1/19/2021 12:00:00 AM,ממשלתית,1140193,26.2,30,31/03/2047,3.75,121.1,121.1,0,140.1,140.1,169.69,121.1,1,1.93,1.93
1/19/2021 12:00:00 AM,ממשלתית,1162668,4.3,5,30/04/2025,0.5,162,94.2,-67.8,101.52,101.52,95.63,94.2,0.6,0.23,0.23
1/19/2021 12:00:00 AM,ממשלתית,1166180,16.4,17,31/05/2037,1.5,129,119.8,-9.3,101.01,101.01,120.96,119.8,0.9,1.5,1.5
1/19/2021 12:00:00 AM,ממשלתית,1167105,2.5,3,31/07/2023,0.15,182.4,6,-176.4,100.22,100.22,6.02,6,0,0.09,0.09
1/19/2021 12:00:00 AM,ממשלתית צמודה,1157023,8.4,10,31/05/2029,0.5,157.5,157.5,0,112.01,112.01,176.42,157.5,1,-0.09,-0.09
1/19/2021 12:00:00 AM,ממשלתית בריבית משתנה,1166552,9.9,10,29/11/2030,0.05,108.5,104.4,-4.1,98.02,98.02,102.37,104.4,1,0.25,0.25
1/18/2021 12:00:00 AM,ממשלתית,1140193,26.2,30,31/03/2047,3.75,400,400,0,140.1,140,560.4,1604.6,4,1.93,1.94
1/18/2021 12:00:00 AM,ממשלתית,1162668,4.3,5,30/04/2025,0.5,550,550,0,101.52,101.5,558.36,1792,3.3,0.23,0.24
1/18/2021 12:00:00 AM,ממשלתית,1166180,16.4,17,31/05/2037,1.5,400,400,0,101.01,100.93,404.04,1731,4.3,1.5,1.5
1/18/2021 12:00:00 AM,ממשלתית,1167105,2.5,3,31/07/2023,0.15,550,550,0,100.22,100.21,551.21,2837.4,5.2,0.09,0.09
1/18/2021 12:00:00 AM,ממשלתית צמודה,1157023,8.4,10,31/05/2029,0.5,450,450,0,112.01,112.01,504.05,1244.5,2.8,-0.09,-0.09
1/18/2021 12:00:00 AM,ממשלתית בריבית משתנה,1166552,9.9,10,29/11/2030,0.05,500,500,0,98.02,97.97,490.1,1977.7,4,0.25,0.26
01/12/2021 00:00,ממשלתית,1162668,4.3,5,30/04/2025,0.5,137.8,136.9,-0.9,101.18,101.18,138.56,136.9,1,0.31,0.31
01/12/2021 00:00,ממשלתית,1167105,2.6,3,31/07/2023,0.15,100.2,100.2,0,100.07,100.07,100.26,100.2,1,0.15,0.15
01/12/2021 00:00,ממשלתית צמודה,1169564,5.6,6,31/07/2026,0.1,130,73.5,-56.5,106.22,106.22,78.07,73.5,0.6,-0.1,-0.1
01/12/2021 00:00,ממשלתית קצרה,1171388,0.9,1,30/11/2021,0,233.3,112.7,-120.6,99.99,99.99,112.69,112.7,0.5,0.01,0.01
01/11/2021 00:00,ממשלתית,1160985,9.2,10,31/03/2030,1,450,450,0,101.78,101.72,458.01,1263,2.8,0.89,0.89
01/11/2021 00:00,ממשלתית,1162668,4.3,5,30/04/2025,0.5,400,400,0,101.18,101.17,404.72,2135,5.3,0.31,0.31
01/11/2021 00:00,ממשלתית,1167105,2.6,3,31/07/2023,0.15,400,400,0,100.07,100.07,400.28,2030,5.1,0.15,0.15
01/11/2021 00:00,ממשלתית צמודה,1168301,30.9,31,30/11/2051,0.5,400,400,0,101.29,101.05,405.16,825,2.1,0.45,0.46
01/11/2021 00:00,ממשלתית צמודה,1169564,5.6,6,31/07/2026,0.1,500,500,0,106.22,106.21,531.1,2062,4.1,-0.1,-0.1
01/11/2021 00:00,ממשלתית קצרה,1171388,0.9,1,30/11/2021,0,1000,1000,0,99.99,99.98,999.9,7664,7.7,0.01,0.02
01/05/2021 00:00,ממשלתית,1160985,9.2,10,31/03/2030,1,113.4,110.4,-3,102.58,102.58,113.25,110.4,1,0.8,0.8
01/05/2021 00:00,ממשלתית,1162668,4.3,5,30/04/2025,0.5,99.3,99.3,0,101.26,101.26,100.56,99.3,1,0.29,0.29
01/05/2021 00:00,ממשלתית,1166180,16.4,17,31/05/2037,1.5,90,90,0,101.6,101.6,91.48,90,1,1.45,1.45
01/05/2021 00:00,ממשלתית,1167105,2.6,3,31/07/2023,0.15,109.9,83,-26.8,99.99,99.99,83,83,0.8,0.18,0.18
01/05/2021 00:00,ממשלתית צמודה,1157023,8.4,10,31/05/2029,0.5,157.5,157.5,0,111.01,111.01,174.84,157.5,1,-0.07,-0.07
01/05/2021 00:00,ממשלתית בריבית משתנה,1166552,9.9,10,29/11/2030,0.05,150.5,150.5,0,97.83,97.83,147.22,150.5,1,0.27,0.27
01/04/2021 00:00,ממשלתית,1160985,9.2,10,31/03/2030,1,450,450,0,102.58,102.54,461.61,1319,2.9,0.8,0.8
01/04/2021 00:00,ממשלתית,1162668,4.3,5,30/04/2025,0.5,500,500,0,101.26,101.23,506.3,1535,3.1,0.29,0.29
01/04/2021 00:00,ממשלתית,1166180,16.4,17,31/05/2037,1.5,400,400,0,101.6,101.48,406.4,1422,3.6,1.45,1.46
01/04/2021 00:00,ממשלתית,1167105,2.6,3,31/07/2023,0.15,550,550,0,99.99,99.98,549.95,1701,3.1,0.18,0.18
01/04/2021 00:00,ממשלתית צמודה,1157023,8.4,10,31/05/2029,0.5,450,450,0,111.01,111.01,499.55,2091,4.6,-0.07,-0.07
01/04/2021 00:00,ממשלתית בריבית משתנה,1166552,9.9,10,29/11/2030,0.05,500,500,0,97.83,97.83,489.15,966,1.9,0.27,0.27
12/15/2020 12:00:00 AM,ממשלתית,1140193,26.3,30,31/03/2047,3.75,77.5,22.1,-55.4,139.12,139.12,30.75,22.1,0.3,1.96,1.96
12/15/2020 12:00:00 AM,ממשלתית,1160985,9.3,10,31/03/2030,1,161.9,20,-141.9,101.92,101.92,20.38,20,0.1,0.86,0.86
12/15/2020 12:00:00 AM,ממשלתית צמודה,1157023,8.5,10,31/05/2029,0.5,168,168,0,109.71,109.71,184.31,168,1,-0.06,-0.06
12/15/2020 12:00:00 AM,ממשלתית בריבית משתנה,1166552,10,10,29/11/2030,0.05,134.6,74.3,-60.3,97.86,97.86,72.66,74.3,0.6,0.27,0.27
12/14/2020 12:00:00 AM,ממשלתית,1140193,26.3,30,31/03/2047,3.75,250,250,0,139.12,138.96,347.8,765,3.1,1.96,1.97
12/14/2020 12:00:00 AM,ממשלתית,1160985,9.3,10,31/03/2030,1,500,500,0,101.92,101.85,509.6,1317,2.6,0.86,0.87
12/14/2020 12:00:00 AM,ממשלתית,1167105,2.6,3,31/07/2023,0.15,550,550,0,99.9,99.87,549.45,1904,3.5,0.21,0.22
12/14/2020 12:00:00 AM,ממשלתית צמודה,1157023,8.5,10,31/05/2029,0.5,500,500,0,109.71,109.67,548.55,1856,3.7,-0.06,-0.06
12/14/2020 12:00:00 AM,ממשלתית בריבית משתנה,1166552,10,10,29/11/2030,0.05,450,450,0,97.86,97.82,440.37,1393,3.1,0.27,0.27
12/14/2020 12:00:00 AM,ממשלתית קצרה,1168939,0.7,1,31/08/2021,0,750,750,0,99.96,99.95,749.7,3298,4.4,0.06,0.07
12/08/2020 00:00,ממשלתית,1162668,4.4,5,30/04/2025,0.5,181.9,143.2,-38.7,101.03,101.03,144.68,143.2,0.8,0.34,0.34
12/08/2020 00:00,ממשלתית,1166180,16.5,17,31/05/2037,1.5,148,148,0,100.39,100.39,148.56,148,1,1.53,1.53
12/08/2020 00:00,ממשלתית,1167105,2.6,3,31/07/2023,0.15,154.7,59.1,-95.6,99.87,99.87,58.98,59.1,0.4,0.22,0.22
12/08/2020 00:00,ממשלתית צמודה,1168301,31,31,30/11/2051,0.5,66.5,66.5,0,99.56,99.56,66.21,66.5,1,0.51,0.51
12/08/2020 00:00,ממשלתית צמודה,1169564,5.6,6,31/07/2026,0.1,141.5,101.6,-39.9,104.71,104.71,106.39,101.6,0.7,-0.07,-0.07
12/08/2020 00:00,ממשלתית קצרה,1168939,0.7,1,31/08/2021,0,199.6,10.2,-189.5,99.95,99.95,10.16,10.2,0.1,0.07,0.07
12/07/2020 00:00,ממשלתית,1162668,4.4,5,30/04/2025,0.5,550,550,0,101.03,101.03,555.67,2314,4.2,0.34,0.34
12/07/2020 00:00,ממשלתית,1166180,16.5,17,31/05/2037,1.5,450,450,0,100.39,100.33,451.76,1019,2.3,1.53,1.53
12/07/2020 00:00,ממשלתית,1167105,2.6,3,31/07/2023,0.15,550,550,0,99.87,99.86,549.28,2048,3.7,0.22,0.22
12/07/2020 00:00,ממשלתית צמודה,1168301,31,31,30/11/2051,0.5,250,250,0,99.56,99.31,248.9,859,3.4,0.51,0.52
12/07/2020 00:00,ממשלתית צמודה,1169564,5.6,6,31/07/2026,0.1,450,450,0,104.71,104.68,471.2,1991,4.4,-0.07,-0.07
12/07/2020 00:00,ממשלתית קצרה,1168939,0.7,1,31/08/2021,0,750,750,0,99.95,99.94,749.62,3126,4.2,0.07,0.08
12/01/2020 00:00,ממשלתית,1140193,26.3,30,31/03/2047,3.75,128.3,23.5,-104.8,141.67,141.67,33.29,23.5,0.2,1.86,1.86
12/01/2020 00:00,ממשלתית,1160985,9.3,10,31/03/2030,1,124.2,52,-72.2,102.44,102.44,53.27,52,0.4,0.8,0.8
12/01/2020 00:00,ממשלתית,1167105,2.7,3,31/07/2023,0.15,128.5,99.9,-28.7,99.88,99.88,99.73,99.9,0.8,0.21,0.21
12/01/2020 00:00,ממשלתית צמודה,1169564,5.7,6,31/07/2026,0.1,154.2,81,-73.2,105.03,105.03,85.02,81,0.5,-0.08,-0.08
12/01/2020 00:00,ממשלתית בריבית משתנה,1166552,10,10,29/11/2030,0.05,168.5,157.3,-11.3,97.82,97.82,153.82,157.3,0.9,0.26,0.26
12/01/2020 00:00,ממשלתית קצרה,1168939,0.7,1,31/08/2021,0,247.6,9.5,-238.1,99.97,99.97,9.52,9.5,0,0.04,0.04
11/30/2020 12:00:00 AM,ממשלתית,1140193,26.3,30,31/03/2047,3.75,400,400,0,141.67,141.53,566.68,1094,2.7,1.86,1.86
11/30/2020 12:00:00 AM,ממשלתית,1160985,9.3,10,31/03/2030,1,400,400,0,102.44,102.42,409.76,1322,3.3,0.8,0.81
11/30/2020 12:00:00 AM,ממשלתית,1167105,2.7,3,31/07/2023,0.15,400,400,0,99.88,99.88,399.52,1720,4.3,0.21,0.21
11/30/2020 12:00:00 AM,ממשלתית צמודה,1169564,5.7,6,31/07/2026,0.1,500,500,0,105.03,104.98,525.15,2133,4.3,-0.08,-0.07
11/30/2020 12:00:00 AM,ממשלתית בריבית משתנה,1166552,10,10,29/11/2030,0.05,500,500,0,97.82,97.82,489.1,1400,2.8,0.26,0.26
11/30/2020 12:00:00 AM,ממשלתית קצרה,1168939,0.8,1,31/08/2021,0,1000,1000,0,99.97,99.97,999.7,4837,4.8,0.04,0.04
11/24/2020 12:00:00 AM,ממשלתית,1162668,4.4,5,30/04/2025,0.5,153.3,137.2,-16.2,101,101,138.52,137.2,0.9,0.34,0.34
11/24/2020 12:00:00 AM,ממשלתית,1166180,16.5,17,31/05/2037,1.5,120.8,107.9,-12.9,101.47,101.47,109.51,107.9,0.9,1.45,1.45
11/24/2020 12:00:00 AM,ממשלתית צמודה,1157023,8.5,10,31/05/2029,0.5,120.3,118.8,-1.5,109.68,109.68,130.25,118.8,1,-0.06,-0.06
11/24/2020 12:00:00 AM,ממשלתית צמודה,1168301,31,31,30/11/2051,0.5,117.5,62.4,-55.1,100.19,100.19,62.52,62.4,0.5,0.49,0.49
11/24/2020 12:00:00 AM,ממשלתית קצרה,1168939,0.8,1,31/08/2021,0,220.3,102.1,-118.2,99.96,99.96,102.08,102.1,0.5,0.05,0.05
11/23/2020 12:00:00 AM,ממשלתית,1162668,4.4,5,30/04/2025,0.5,500,500,0,101,100.99,505,1587,3.2,0.34,0.34
11/23/2020 12:00:00 AM,ממשלתית,1166180,16.5,17,31/05/2037,1.5,500,500,0,101.47,101.41,507.35,1474,2.9,1.45,1.45
11/23/2020 12:00:00 AM,ממשלתית,1167105,2.7,3,31/07/2023,0.15,400,400,0,99.88,99.87,399.52,1842,4.6,0.21,0.22
11/23/2020 12:00:00 AM,ממשלתית צמודה,1157023,8.5,10,31/05/2029,0.5,450,450,0,109.68,109.64,493.56,1685,3.7,-0.06,-0.06
11/23/2020 12:00:00 AM,ממשלתית צמודה,1168301,31,31,30/11/2051,0.5,450,450,0,100.19,99.85,450.86,832,1.8,0.5,0.51
11/23/2020 12:00:00 AM,ממשלתית קצרה,1168939,0.8,1,31/08/2021,0,750,750,0,99.96,99.96,749.7,4036,5.4,0.05,0.05
11/17/2020 12:00:00 AM,ממשלתית,1160985,9.4,10,31/03/2030,1,175,175,0,102.33,102.33,179.08,175,1,0.81,0.81
11/17/2020 12:00:00 AM,ממשלתית,1162668,4.5,5,30/04/2025,0.5,175,175,0,100.94,100.94,176.64,175,1,0.35,0.35
11/17/2020 12:00:00 AM,ממשלתית,1166180,16.5,17,31/05/2037,1.5,180.8,168.8,-12,100.65,100.65,169.85,168.8,0.9,1.5,1.5
11/17/2020 12:00:00 AM,ממשלתית,1167105,2.7,3,31/07/2023,0.15,142.7,142.4,-0.3,99.85,99.85,142.14,142.4,1,0.22,0.22
11/17/2020 12:00:00 AM,ממשלתית צמודה,1169564,5.7,6,31/07/2026,0,156.5,154.5,-2,104.05,104.05,160.76,154.5,1,-0.06,-0.06
11/17/2020 12:00:00 AM,ממשלתית בריבית משתנה,1166552,10,10,29/11/2030,0.04,167.1,119.5,-47.6,97.82,97.82,116.89,119.5,0.7,0.26,0.26
11/16/2020 12:00:00 AM,ממשלתית,1160985,9.4,10,31/03/2030,1,500,500,0,102.33,102.3,511.65,1514.5,3,0.81,0.81
11/16/2020 12:00:00 AM,ממשלתית,1162668,4.5,5,30/04/2025,0.5,500,500,0,100.94,100.93,504.7,1590,3.2,0.35,0.35
11/16/2020 12:00:00 AM,ממשלתית,1166180,16.5,17,31/05/2037,1.5,550,550,0,100.65,100.57,553.58,2177,4,1.5,1.51
11/16/2020 12:00:00 AM,ממשלתית,1167105,2.7,3,31/07/2023,0.15,500,500,0,99.85,99.84,499.25,1745,3.5,0.22,0.23
11/16/2020 12:00:00 AM,ממשלתית צמודה,1169564,5.7,6,31/07/2026,0,500,500,0,104.05,103.98,520.25,1450,2.9,-0.06,-0.06
11/16/2020 12:00:00 AM,ממשלתית בריבית משתנה,1166552,10,10,29/11/2030,0.04,500,500,0,97.82,97.82,489.1,910.1,1.8,0.26,0.26
11/10/2020 00:00,ממשלתית צמודה,1169564,5.7,6,31/07/2026,0,154.9,139.2,-15.8,103.11,103.11,143.48,139.2,0.9,-0.05,-0.05
11/10/2020 00:00,ממשלתית קצרה,1168939,0.8,1,31/08/2021,0,247.8,231.8,-16,99.96,99.96,231.7,231.8,0.9,0.05,0.05
11/09/2020 00:00,ממשלתית,1140193,26.4,30,31/03/2047,3.75,400,400,0,140.24,139.8,560.96,1016,2.5,1.91,1.92
11/09/2020 00:00,ממשלתית,1162668,4.5,5,30/04/2025,0.5,450,450,0,100.84,100.84,453.78,1903,4.2,0.37,0.37
11/09/2020 00:00,ממשלתית,1166180,16.6,17,31/05/2037,1.5,450,450,0,100.13,99.95,450.59,1145,2.5,1.54,1.55
11/09/2020 00:00,ממשלתית,1167105,2.7,3,31/07/2023,0.15,400,400,0,99.85,99.84,399.4,1578,3.9,0.22,0.23
11/09/2020 00:00,ממשלתית צמודה,1169564,5.7,6,31/07/2026,0,500,500,0,103.11,102.9,515.55,1196,2.4,-0.05,-0.04
11/09/2020 00:00,ממשלתית קצרה,1168939,0.8,1,31/08/2021,0,1000,1000,0,99.96,99.96,999.6,5361,5.4,0.05,0.05
11/02/2020 00:00,ממשלתית,1160985,9.4,10,31/03/2030,1,500,500,0,101.78,101.73,508.9,1517,3,0.87,0.87
11/02/2020 00:00,ממשלתית,1162668,4.5,5,30/04/2025,0.5,550,550,0,100.87,100.85,554.79,1644,3,0.36,0.36
11/02/2020 00:00,ממשלתית,1167105,2.7,3,31/07/2023,0.15,550,550,0,99.92,99.9,549.56,1428,2.6,0.19,0.2
11/02/2020 00:00,ממשלתית צמודה,1157023,8.6,10,31/05/2029,0.5,450,450,0,108.1,108.01,486.45,1107,2.5,-0.04,-0.04
11/02/2020 00:00,ממשלתית צמודה,1168301,31.1,31,30/11/2051,0.5,450,450,0,98.48,98.02,443.16,875,1.9,0.54,0.56
11/02/2020 00:00,ממשלתית בריבית משתנה,1166552,10.1,10,29/11/2030,0.04,500,500,0,97.9,97.82,489.5,1275,2.6,0.25,0.26
10/27/2020 12:00:00 AM,ממשלתית,1162668,4.5,5,30/04/2025,0.5,182.8,21,-161.8,101.13,101.13,21.24,21,0.1,0.3,0.3
10/27/2020 12:00:00 AM,ממשלתית,1166180,16.6,17,31/05/2037,1.5,161.4,128.4,-33,102.57,102.57,131.69,128.4,0.8,1.37,1.37
10/27/2020 12:00:00 AM,ממשלתית,1167105,2.8,3,31/07/2023,0.15,188.1,78.6,-109.5,99.99,99.99,78.57,78.6,0.4,0.17,0.17
10/27/2020 12:00:00 AM,ממשלתית צמודה,1168301,31.1,31,30/11/2051,0.5,139,65.5,-73.5,101.21,101.21,66.29,65.5,0.5,0.45,0.45
10/27/2020 12:00:00 AM,ממשלתית בריבית משתנה,1166552,10.1,10,29/11/2030,0.04,237,63.8,-173.3,98.01,98.01,62.48,63.8,0.3,0.24,0.24
10/27/2020 12:00:00 AM,ממשלתית קצרה,1168939,0.8,1,31/08/2021,0,235.9,27.3,-208.6,99.96,99.96,27.33,27.3,0.1,0.04,0.04
10/26/2020 12:00:00 AM,ממשלתית,1162668,4.5,5,30/04/2025,0.5,550,550,0,101.13,101.11,556.22,2028,3.7,0.3,0.31
10/26/2020 12:00:00 AM,ממשלתית,1166180,16.6,17,31/05/2037,1.5,500,500,0,102.57,102.51,512.85,1444,2.9,1.37,1.37
10/26/2020 12:00:00 AM,ממשלתית,1167105,2.8,3,31/07/2023,0.15,550,550,0,99.99,99.98,549.95,1578,2.9,0.17,0.17
10/26/2020 12:00:00 AM,ממשלתית צמודה,1168301,31.1,31,30/11/2051,0.5,400,400,0,101.21,101.02,404.84,1074,2.7,0.45,0.45
10/26/2020 12:00:00 AM,ממשלתית בריבית משתנה,1166552,10.1,10,29/11/2030,0.04,750,750,0,98.01,97.98,735.08,1648,2.2,0.24,0.24
10/26/2020 12:00:00 AM,ממשלתית קצרה,1168939,0.8,1,31/08/2021,0,1000,1000,0,99.96,99.96,999.6,3645,3.6,0.04,0.04
10/20/2020 12:00:00 AM,ממשלתית,1140193,26.4,30,31/03/2047,3.75,110.2,106.1,-4.1,144.27,144.27,153.11,106.1,1,1.75,1.75
10/20/2020 12:00:00 AM,ממשלתית,1160985,9.4,10,31/03/2030,1,168.5,129.8,-38.7,102.89,102.89,133.55,129.8,0.8,0.74,0.74
10/20/2020 12:00:00 AM,ממשלתית,1166180,16.6,17,31/05/2037,1.5,172.5,172.4,-0.2,102.91,102.91,177.37,172.4,1,1.34,1.34
10/20/2020 12:00:00 AM,ממשלתית,1167105,2.8,3,31/07/2023,0.15,154.9,135.9,-19.1,100,100,135.9,135.9,0.9,0.16,0.16
10/20/2020 12:00:00 AM,ממשלתית צמודה,1157023,8.6,10,31/05/2029,0.5,119.7,7.4,-112.3,109.27,109.27,8.05,7.4,0.1,-0.06,-0.06
10/20/2020 12:00:00 AM,ממשלתית קצרה,1168939,0.9,1,31/08/2021,0,273.8,133.5,-140.3,99.97,99.97,133.51,133.5,0.5,0.03,0.03
10/19/2020 12:00:00 AM,ממשלתית,1140193,26.4,30,31/03/2047,3.75,400,400,0,144.27,144.15,577.08,1071,2.7,1.74,1.75
10/19/2020 12:00:00 AM,ממשלתית,1160985,9.4,10,31/03/2030,1,500,500,0,102.89,102.86,514.45,1585,3.2,0.74,0.75
10/19/2020 12:00:00 AM,ממשלתית,1166180,16.6,17,31/05/2037,1.5,550,550,0,102.91,102.85,566.01,1396.5,2.5,1.34,1.35
10/19/2020 12:00:00 AM,ממשלתית,1167105,2.8,3,31/07/2023,0.15,550,550,0,100,99.98,550,2629,4.8,0.16,0.17
10/19/2020 12:00:00 AM,ממשלתית צמודה,1157023,8.6,10,31/05/2029,0.5,450,450,0,109.27,109.2,491.72,1549.7,3.4,-0.06,-0.05
10/19/2020 12:00:00 AM,ממשלתית קצרה,1168939,0.9,1,31/08/2021,0,1000,1000,0,99.97,99.96,999.7,5781.6,5.8,0.03,0.04
10/13/2020 12:00:00 AM,ממשלתית,1160985,9.5,10,31/03/2030,1,162.5,162.5,0,102.4,102.4,166.45,162.5,1,0.79,0.79
10/13/2020 12:00:00 AM,ממשלתית,1162668,4.5,5,30/04/2025,0.5,182.4,150.5,-31.8,101.06,101.06,152.14,150.5,0.8,0.32,0.32
10/13/2020 12:00:00 AM,ממשלתית,1167105,2.8,3,31/07/2023,0.15,160.6,25,-135.6,100.03,100.03,25.01,25,0.2,0.15,0.15
10/13/2020 12:00:00 AM,ממשלתית צמודה,1135912,5,10,31/10/2025,0.75,125.9,108.9,-17.1,107.3,107.3,116.83,108.9,0.9,-0.05,-0.05
10/13/2020 12:00:00 AM,ממשלתית צמודה,1168301,31.1,31,30/11/2051,0.5,147.3,124,-23.3,100.19,100.19,124.24,124,0.8,0.49,0.49
10/13/2020 12:00:00 AM,ממשלתית בריבית משתנה,1166552,10.1,10,29/11/2030,0.04,242.8,119.1,-123.7,98.02,98.02,116.76,119.1,0.5,0.24,0.24
10/12/2020 00:00,ממשלתית,1160985,9.5,10,31/03/2030,1,550,550,0,102.4,102.35,563.2,2539,4.6,0.79,0.8
10/12/2020 00:00,ממשלתית,1162668,4.5,5,30/04/2025,0.5,550,550,0,101.06,101.05,555.83,1987,3.6,0.32,0.32
10/12/2020 00:00,ממשלתית,1167105,2.8,3,31/07/2023,0.15,550,550,0,100.03,100,550.17,1388,2.5,0.15,0.16
10/12/2020 00:00,ממשלתית צמודה,1135912,5.1,10,31/10/2025,0.75,450,450,0,107.3,107.25,482.85,1532,3.4,-0.05,-0.05
10/12/2020 00:00,ממשלתית צמודה,1168301,31.1,31,30/11/2051,0.5,450,450,0,100.19,99.9,450.86,1222,2.7,0.49,0.5
10/12/2020 00:00,ממשלתית בריבית משתנה,1166552,10.1,10,29/11/2030,0.04,750,750,0,98.02,98,735.15,1692,2.3,0.24,0.24
9/30/2020 12:00:00 AM,ממשלתית,1160985,9.5,10,31/03/2030,1,153,153,0,103.08,103.08,157.71,153,1,0.72,0.72
9/30/2020 12:00:00 AM,ממשלתית,1166180,16.7,17,31/05/2037,1.5,149.8,147.8,-2,102.62,102.62,151.62,147.8,1,1.36,1.36
9/30/2020 12:00:00 AM,ממשלתית,1167105,2.8,3,31/07/2023,0.15,169.7,159.6,-10.1,99.94,99.94,159.54,159.6,0.9,0.18,0.18
9/30/2020 12:00:00 AM,ממשלתית צמודה,1135912,5.1,10,31/10/2025,0.75,148.3,138.3,-10,107.08,107.08,148.04,138.3,0.9,-0.04,-0.04
9/30/2020 12:00:00 AM,ממשלתית צמודה,1157023,8.7,10,31/05/2029,0.5,171.3,146,-25.3,108.97,108.97,159.1,146,0.9,-0.05,-0.05
9/30/2020 12:00:00 AM,ממשלתית קצרה,1167113,0.7,1,31/05/2021,0,199.9,170,-29.8,99.97,99.97,169.99,170,0.9,0.04,0.04
9/29/2020 12:00:00 AM,ממשלתית,1160985,9.5,10,31/03/2030,1,500,500,0,103.08,103.01,515.4,1499,3,0.72,0.72
9/29/2020 12:00:00 AM,ממשלתית,1166180,16.7,17,31/05/2037,1.5,500,500,0,102.62,102.48,513.1,1305,2.6,1.36,1.37
9/29/2020 12:00:00 AM,ממשלתית,1167105,2.8,3,31/07/2023,0.15,550,550,0,99.94,99.93,549.67,3251,5.9,0.18,0.18
9/29/2020 12:00:00 AM,ממשלתית צמודה,1135912,5.1,10,31/10/2025,0.75,500,500,0,107.08,107.02,535.4,1092,2.2,-0.04,-0.04
9/29/2020 12:00:00 AM,ממשלתית צמודה,1157023,8.7,10,31/05/2029,0.5,500,500,0,108.97,108.88,544.85,1390,2.8,-0.05,-0.05
9/29/2020 12:00:00 AM,ממשלתית קצרה,1167113,0.7,1,31/05/2021,0,1000,1000,0,99.97,99.96,999.7,6753,6.8,0.04,0.06
9/22/2020 12:00:00 AM,ממשלתית,1162668,4.6,5,30/04/2025,0.5,142.3,142.3,0,101.03,101.03,143.81,142.3,1,0.32,0.32
9/22/2020 12:00:00 AM,ממשלתית,1167105,2.9,3,31/07/2023,0.15,75.8,75.8,0,99.94,99.94,75.71,75.8,1,0.18,0.18
9/22/2020 12:00:00 AM,ממשלתית צמודה,1135912,5.1,10,31/10/2025,0.75,132.7,127.9,-4.8,107.89,107.89,137.96,127.9,1,-0.06,-0.06
9/22/2020 12:00:00 AM,ממשלתית צמודה,1168301,31.2,31,30/11/2051,0,135.5,84.5,-51,103.47,103.47,87.38,84.5,0.6,0.37,0.37
9/22/2020 12:00:00 AM,ממשלתית בריבית משתנה,1166552,10.2,10,29/11/2030,0.04,229.6,25,-204.6,98.03,98.03,24.51,25,0.1,0.24,0.24
9/21/2020 12:00:00 AM,ממשלתית,1162668,4.6,5,30/04/2025,0.5,500,500,0,101.03,101.01,505.15,2188,4.4,0.32,0.32
9/21/2020 12:00:00 AM,ממשלתית,1167105,2.9,3,31/07/2023,0.15,500,500,0,99.94,99.93,499.7,2126,4.3,0.18,0.18
9/21/2020 12:00:00 AM,ממשלתית צמודה,1135912,5.1,10,31/10/2025,0.75,450,450,0,107.89,107.84,485.51,1873,4.2,-0.06,-0.06
9/21/2020 12:00:00 AM,ממשלתית צמודה,1168301,31.2,31,30/11/2051,0,400,400,0,103.47,103.13,413.88,1845.7,4.6,0.37,0.39
9/21/2020 12:00:00 AM,ממשלתית בריבית משתנה,1166552,10.2,10,29/11/2030,0.04,750,750,0,98.03,98,735.22,1536,2,0.24,0.24
9/21/2020 12:00:00 AM,ממשלתית קצרה,1167113,0.7,1,31/05/2021,0,1000,1000,0,99.95,99.94,999.5,3120.9,3.1,0.08,0.09
